B_2,B_3,B_4,B_5,B_9,B_10,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,B_25,Class,B_6,B_7,B_8,B_11,B_12,B_13,Rotation_SPEED_SETUP,rolling_SETUP,Coolant_SETUP,Airflow_SETUP,UW_SETUP,RW_SETUP
0.0032,0.0005,100,518.67,14.62,21.61,1.3,47.76,521.16,2388.11,8131.89,8.4415,0.03,393,2388,100,38.87,23.3691,0,642.82,1597.07,1406.59,552.65,2388.15,9049.56,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0004,0.0,100,518.67,14.62,21.61,1.3,47.62,520.81,2388.15,8130.07,8.457,0.03,393,2388,100,38.6,23.2029,0,642.56,1589.95,1414.78,552.74,2388.15,9052.15,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0004,-0.0001,100,518.67,14.62,21.61,1.3,47.64,520.48,2388.16,8133.69,8.4593,0.03,394,2388,100,38.71,23.2775,0,643.05,1593.06,1418.23,552.89,2388.11,9062.92,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0017,0.0001,100,518.67,14.62,21.61,1.3,47.63,521.68,2388.1,8135.55,8.4187,0.03,392,2388,100,39.08,23.3005,0,642.65,1584.95,1404.09,554.45,2388.09,9061.65,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0032,0.0002,100,518.67,14.62,21.61,1.3,47.35,521.55,2388.11,8137.75,8.4293,0.03,391,2388,100,39.03,23.3531,0,642.33,1579.32,1397.23,554.28,2388.09,9052.72,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.002,0.0002,100,518.67,14.62,21.61,1.3,47.63,521.49,2388.15,8133.05,8.4804,0.03,395,2388,100,38.83,23.2875,0,642.93,1589.54,1405.27,553.31,2388.12,9054.94,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0009,-0.0004,100,518.67,14.62,21.61,1.3,47.31,521.71,2388.07,8143.32,8.462,0.03,393,2388,100,38.77,23.2764,0,642.72,1589.67,1415.13,553.77,2388.11,9059.38,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0012,0.0003,100,518.67,14.62,21.61,1.3,47.31,521.76,2388.07,8131.5,8.4402,0.03,394,2388,100,39.01,23.2769,0,642.67,1590.15,1408.48,553.62,2388.11,9052.8,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0008,0.0004,100,518.67,14.62,21.61,1.3,47.7,520.85,2388.14,8137.83,8.45,0.03,394,2388,100,38.77,23.2109,0,642.79,1590.53,1410.25,552.84,2388.12,9054.69,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0022,-0.0003,100,518.67,14.62,21.61,1.3,47.72,520.73,2388.15,8135.8,8.4521,0.03,394,2388,100,38.83,23.2311,0,643.45,1597.56,1420.42,552.89,2388.18,9052.77,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0025,0.0001,100,518.67,14.62,21.61,1.3,47.52,521.85,2388.01,8141.43,8.4531,0.03,392,2388,100,38.8,23.4486,0,642.08,1591.35,1402.98,554.8,2388.05,9064.45,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0012,0.0003,100,518.67,14.62,21.61,1.3,47.65,521.07,2388.24,8136.34,8.4684,0.03,393,2388,100,38.58,23.232,0,643.02,1603.33,1417.86,553.13,2388.2,9055.59,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0002,-0.0003,100,518.67,14.62,21.61,1.3,47.68,520.75,2388.12,8133.37,8.4748,0.03,394,2388,100,38.73,23.1649,0,642.76,1587.33,1420.54,552.73,2388.13,9054.51,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.001,0.0004,100,518.67,14.62,21.61,1.3,47.74,521.38,2388.18,8134.3,8.423,0.03,395,2388,100,38.75,23.3279,0,642.97,1594.79,1421.0,553.11,2388.13,9058.36,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0006,0.0001,100,518.67,14.62,21.61,1.3,47.5,522.23,2388.08,8144.76,8.4517,0.03,393,2388,100,38.86,23.3487,0,642.66,1584.18,1405.63,553.04,2388.06,9060.82,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0016,-0.0002,100,518.67,14.62,21.61,1.3,47.4,521.94,2388.05,8141.39,8.4209,0.03,392,2388,100,39.04,23.3723,0,642.99,1585.27,1412.64,553.77,2388.06,9065.29,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0004,0.0003,100,518.67,14.62,21.61,1.3,47.74,520.95,2388.17,8137.4,8.4387,0.03,394,2388,100,38.61,23.285,0,643.37,1588.85,1406.89,552.12,2388.12,9047.57,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0034,-0.0005,100,518.67,14.62,21.61,1.3,47.42,521.25,2388.03,8137.5,8.4042,0.03,392,2388,100,38.98,23.2953,0,642.03,1584.02,1399.46,553.54,2388.1,9053.37,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0034,0.0003,100,518.67,14.62,21.61,1.3,47.34,521.38,2388.09,8145.11,8.3889,0.03,392,2388,100,38.71,23.3704,0,642.34,1590.13,1404.16,553.41,2388.07,9064.96,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0013,0.0,100,518.67,14.62,21.61,1.3,47.42,521.62,2388.08,8142.69,8.4156,0.03,392,2388,100,38.88,23.329,0,642.77,1592.82,1407.45,553.36,2388.09,9059.68,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0029,-0.0004,100,518.67,14.62,21.61,1.3,47.79,520.78,2388.17,8135.41,8.4418,0.03,393,2388,100,38.69,23.2135,0,643.02,1591.06,1420.51,553.0,2388.22,9048.85,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0001,0.0001,100,518.67,14.62,21.61,1.3,47.74,520.48,2388.15,8137.26,8.4588,0.03,393,2388,100,38.7,23.1894,0,643.2,1591.64,1410.92,552.21,2388.19,9055.31,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0008,0.0001,100,518.67,14.62,21.61,1.3,47.64,521.36,2388.14,8133.14,8.4245,0.03,394,2388,100,38.9,23.4059,0,642.73,1595.35,1406.87,553.54,2388.1,9053.54,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0008,-0.0001,100,518.67,14.62,21.61,1.3,47.36,522.31,2388.07,8144.54,8.4061,0.03,394,2388,100,38.91,23.354,0,642.32,1590.99,1409.69,553.98,2388.07,9069.89,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0004,-0.0005,100,518.67,14.62,21.61,1.3,47.72,521.1,2388.17,8134.78,8.4523,0.03,394,2388,100,38.95,23.2549,0,642.83,1591.54,1409.46,553.02,2388.17,9056.74,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0011,-0.0001,100,518.67,14.62,21.61,1.3,47.6,521.24,2388.12,8143.46,8.4427,0.03,392,2388,100,38.82,23.2163,0,642.24,1592.93,1406.27,554.31,2388.14,9064.01,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.003,0.0001,100,518.67,14.62,21.61,1.3,47.55,521.64,2388.18,8131.33,8.4564,0.03,392,2388,100,38.56,23.232,0,642.73,1589.95,1412.89,552.93,2388.11,9055.52,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0008,0.0001,100,518.67,14.62,21.61,1.3,47.78,521.38,2388.12,8135.49,8.4571,0.03,394,2388,100,38.87,23.2056,0,643.77,1591.19,1418.45,553.52,2388.15,9056.52,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0015,0.0,100,518.67,14.62,21.61,1.3,47.43,521.32,2388.11,8138.31,8.4827,0.03,394,2388,100,38.82,23.2725,0,643.17,1591.96,1412.28,552.96,2388.12,9067.62,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0017,0.0,100,518.67,14.62,21.61,1.3,47.81,520.85,2388.16,8130.6,8.4773,0.03,394,2388,100,38.72,23.2826,0,642.38,1597.91,1411.05,552.56,2388.21,9055.93,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0009,0.0003,100,518.67,14.62,21.61,1.3,47.68,521.39,2388.16,8135.3,8.4366,0.03,395,2388,100,38.9,23.227,0,643.56,1585.96,1413.02,552.49,2388.09,9055.05,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0003,0.0001,100,518.67,14.62,21.61,1.3,47.68,520.85,2388.24,8133.64,8.4776,0.03,394,2388,100,38.77,23.1867,1,643.11,1599.4,1419.61,553.6,2388.16,9052.17,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0005,0.0003,100,518.67,14.62,21.61,1.3,47.88,520.42,2388.22,8126.38,8.4874,0.03,395,2388,100,38.65,23.1702,1,643.2,1592.29,1421.06,552.74,2388.2,9046.53,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0031,-0.0005,100,518.67,14.62,21.61,1.3,47.9,520.4,2388.27,8122.52,8.5042,0.03,397,2388,100,38.57,23.0882,1,643.12,1604.85,1424.95,551.04,2388.2,9049.09,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0002,0.0002,100,518.67,14.62,21.61,1.3,47.61,520.7,2388.13,8123.66,8.4555,0.03,392,2388,100,38.53,23.2024,0,642.21,1588.76,1410.65,553.43,2388.15,9048.64,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0018,0.0001,100,518.67,14.62,21.61,1.3,47.61,520.95,2388.09,8128.31,8.4835,0.03,395,2388,100,38.78,23.3284,0,642.9,1590.05,1410.5,552.81,2388.15,9046.76,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0027,-0.0001,100,518.67,14.62,21.61,1.3,48.12,520.13,2388.28,8123.03,8.5053,0.03,396,2388,100,38.64,23.1447,1,643.23,1606.09,1426.54,551.51,2388.27,9043.51,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0011,-0.0003,100,518.67,14.62,21.61,1.3,47.55,521.31,2388.16,8132.5,8.4496,0.03,393,2388,100,38.7,23.3596,0,642.88,1588.75,1407.24,552.8,2388.19,9050.83,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0028,-0.0002,100,518.67,14.62,21.61,1.3,47.5,520.44,2388.11,8133.09,8.4468,0.03,393,2388,100,38.58,23.2115,0,643.24,1602.61,1412.13,552.81,2388.17,9051.82,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0025,-0.0004,100,518.67,14.62,21.61,1.3,47.4,521.33,2388.05,8134.54,8.4598,0.03,393,2388,100,38.96,23.297,0,642.79,1584.44,1411.82,552.77,2388.07,9057.61,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0002,0.0002,100,518.67,14.62,21.61,1.3,47.51,521.89,2388.06,8142.1,8.3835,0.03,391,2388,100,38.91,23.2407,0,642.45,1585.79,1404.24,554.03,2388.06,9064.16,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0009,0.0004,100,518.67,14.62,21.61,1.3,47.8,520.72,2388.16,8131.64,8.4654,0.03,394,2388,100,38.48,23.17,0,642.95,1601.07,1418.06,552.17,2388.15,9062.3,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0031,0.0002,100,518.67,14.62,21.61,1.3,47.94,520.08,2388.22,8133.71,8.4693,0.03,396,2388,100,38.58,23.2509,0,643.16,1593.43,1422.9,552.67,2388.15,9067.58,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0021,0.0003,100,518.67,14.62,21.61,1.3,47.42,521.78,2388.15,8126.72,8.4366,0.03,392,2388,100,38.94,23.3038,0,641.96,1585.14,1403.25,554.0,2388.12,9047.79,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0005,0.0,100,518.67,14.62,21.61,1.3,47.91,520.54,2388.18,8114.27,8.467,0.03,392,2388,100,38.75,23.1789,1,643.29,1596.8,1405.14,551.89,2388.16,9036.62,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0031,0.0004,100,518.67,14.62,21.61,1.3,47.53,521.83,2388.12,8124.33,8.4248,0.03,391,2388,100,38.88,23.2829,0,642.67,1588.03,1404.63,553.58,2388.07,9051.62,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0019,0.0,100,518.67,14.62,21.61,1.3,47.75,520.58,2388.17,8123.03,8.4793,0.03,394,2388,100,38.76,23.2321,1,643.03,1587.07,1417.78,552.63,2388.27,9042.36,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0012,0.0003,100,518.67,14.62,21.61,1.3,48.02,519.25,2388.25,8112.69,8.4965,0.03,395,2388,100,38.47,23.1253,1,643.4,1601.63,1423.86,552.16,2388.23,9035.67,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0004,0.0005,100,518.67,14.62,21.61,1.3,47.32,521.77,2388.07,8133.72,8.4512,0.03,391,2388,100,38.81,23.4112,0,642.77,1582.07,1410.99,554.11,2388.05,9050.55,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0013,0.0,100,518.67,14.62,21.61,1.3,48.08,519.74,2388.2,8146.22,8.5336,0.03,395,2388,100,38.36,23.0022,1,643.2,1605.59,1428.1,551.8,2388.25,9077.82,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0024,-0.0002,100,518.67,14.62,21.61,1.3,48.12,519.77,2388.29,8110.3,8.4876,0.03,395,2388,100,38.47,23.0866,1,643.47,1605.28,1423.89,551.23,2388.3,9038.97,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.001,-0.0005,100,518.67,14.62,21.61,1.3,48.06,519.87,2388.24,8152.05,8.5262,0.03,395,2388,100,38.44,22.9976,1,644.2786119,1595.369398,1431.118631,551.7942105,2388.207496,9076.504311,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0031,0.0,100,518.67,14.62,21.61,1.3,48.04,520.33,2388.26,8147.2,8.5076,0.03,395,2388,100,38.54,23.0157,1,643.24,1597.33,1430.68,551.8,2388.21,9072.41,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0006,-0.0004,100,518.67,14.62,21.61,1.3,48.4,519.67,2388.29,8109.82,8.5187,0.03,396,2388,100,38.31,23.0414,1,643.65,1597.0,1425.54,551.67,2388.31,9038.17,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0023,0.0001,100,518.67,14.62,21.61,1.3,48.22,519.1,2388.32,8108.19,8.5308,0.03,396,2388,100,38.43,23.1252,1,643.61,1604.87,1428.42,551.73,2388.32,9031.44,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0001,-0.0004,100,518.67,14.62,21.61,1.3,48.16,520.43,2388.24,8145.85,8.5067,0.03,396,2388,100,38.53,23.0989,1,643.31,1599.0,1425.48,551.9,2388.19,9071.71,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0019,0.0003,100,518.67,14.62,21.61,1.3,47.22,521.81,2388.06,8141.66,8.4192,0.03,392,2388,100,38.91,23.5189,0,642.74,1594.24,1402.7,554.19,2388.01,9060.16,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0017,-0.0002,100,518.67,14.62,21.61,1.3,47.31,521.62,2388.04,8145.99,8.4498,0.03,391,2388,100,38.98,23.4576,0,642.49,1589.98,1401.49,553.9,2387.98,9058.1,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.002,-0.0003,100,518.67,14.62,21.61,1.3,48.09,519.4,2388.19,8153.35,8.4889,0.03,396,2388,100,38.47,23.1147,1,643.29,1601.26,1429.37,551.9,2388.18,9076.46,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0034,0.0,100,518.67,14.62,21.61,1.3,47.35,521.81,2388.08,8144.12,8.442,0.03,392,2388,100,38.95,23.3168,0,642.86,1588.05,1407.54,553.01,2388.11,9061.87,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0002,0.0001,100,518.67,14.62,21.61,1.3,47.29,521.73,2388.07,8147.67,8.391,0.03,392,2388,100,38.93,23.2825,0,642.8,1577.14,1399.9,554.07,2388.02,9061.62,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0025,0.0004,100,518.67,14.62,21.61,1.3,47.43,521.73,2388.04,8140.9,8.433,0.03,394,2388,100,38.93,23.3056,0,642.88,1592.66,1395.1,554.31,2388.09,9061.41,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0032,-0.0002,100,518.67,14.62,21.61,1.3,48.03,520.81,2388.22,8148.27,8.4838,0.03,395,2388,100,38.72,23.3263,0,642.92,1594.07,1414.09,552.7,2388.16,9064.3,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.001,0.0002,100,518.67,14.62,21.61,1.3,47.89,520.62,2388.17,8140.23,8.474,0.03,395,2388,100,38.73,23.2206,0,642.74,1596.1,1420.96,552.47,2388.15,9064.55,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0005,-0.0002,100,518.67,14.62,21.61,1.3,47.9,519.93,2388.17,8134.0,8.4482,0.03,395,2388,100,38.69,23.1971,0,643.53,1598.9,1420.5,552.15,2388.13,9066.25,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0021,-0.0002,100,518.67,14.62,21.61,1.3,47.88,520.17,2388.25,8146.24,8.507,0.03,395,2388,100,38.49,23.1865,1,643.33,1608.71,1431.8,553.35,2388.21,9068.72,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0028,-0.0003,100,518.67,14.62,21.61,1.3,47.35,521.98,2388.1,8123.6,8.4392,0.03,393,2388,100,38.8,23.2299,0,642.6254859,1591.777769,1403.359746,553.7077269,2388.106938,9050.079156,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0029,-0.0004,100,518.67,14.62,21.61,1.3,47.85,520.14,2388.19,8143.45,8.4927,0.03,394,2388,100,38.6,23.1215,1,642.95,1591.92,1417.63,552.3,2388.18,9064.22,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0033,0.0004,100,518.67,14.62,21.61,1.3,47.96,520.69,2388.21,8144.76,8.4686,0.03,396,2388,100,38.62,23.1049,1,643.14,1603.06,1420.64,551.71,2388.2,9070.84,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.003,-0.0004,100,518.67,14.62,21.61,1.3,47.97,519.86,2388.24,8140.39,8.4991,0.03,396,2388,100,38.38,23.0507,1,643.36,1601.29,1427.63,551.89,2388.2,9069.9,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0004,0.0,100,518.67,14.62,21.61,1.3,47.18,521.69,2388.07,8140.97,8.3984,0.03,392,2388,100,38.84,23.3886,0,642.66,1587.88,1396.46,553.84,2388.07,9061.12,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0017,-0.0001,100,518.67,14.62,21.61,1.3,48.06,520.37,2388.25,8142.15,8.4776,0.03,395,2388,100,38.63,23.1645,1,643.8,1598.4,1422.77,551.69,2388.24,9073.57,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0027,0.0001,100,518.67,14.62,21.61,1.3,47.48,522.45,2388.06,8148.71,8.4276,0.03,392,2388,100,38.93,23.3306,0,642.5,1590.75,1403.68,553.81,2388.04,9069.54,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0001,0.0002,100,518.67,14.62,21.61,1.3,47.44,522.04,2388.04,8146.07,8.4067,0.03,391,2388,100,38.93,23.3207,0,642.67,1592.14,1407.04,553.24,2388.05,9066.2,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0022,0.0002,100,518.67,14.62,21.61,1.3,47.3,522.07,2388.02,8140.24,8.435,0.03,392,2388,100,38.89,23.4138,0,641.82,1585.41,1401.47,553.85,2388.01,9072.37,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0024,-0.0003,100,518.67,14.62,21.61,1.3,47.53,520.95,2388.09,8146.81,8.4912,0.03,394,2388,100,38.77,23.2575,0,642.62,1588.96,1412.0,553.57,2388.1,9072.91,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0022,0.0,100,518.67,14.62,21.61,1.3,47.94,520.83,2388.08,8247.28,8.5087,0.03,396,2388,100,38.36,23.1516,1,643.59,1607.09,1416.6,552.48,2388.13,9185.97,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0006,-0.0003,100,518.67,14.62,21.61,1.3,47.88,520.63,2388.14,8239.17,8.4865,0.03,396,2388,100,38.46,23.1719,1,643.64,1596.75,1428.16,551.91,2388.12,9177.7,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0022,-0.0003,100,518.67,14.62,21.61,1.3,47.42,521.28,2388.19,8141.14,8.4292,0.03,393,2388,100,38.66,23.2669,0,642.85,1592.64,1409.51,552.92,2388.12,9058.74,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0007,0.0001,100,518.67,14.62,21.61,1.3,47.5,521.2,2388.04,8139.13,8.4944,0.03,391,2388,100,38.81,23.3268,0,642.85,1594.71,1404.12,553.77,2388.1,9063.22,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0015,0.0,100,518.67,14.62,21.61,1.3,47.72,521.11,2388.1,8137.02,8.4211,0.03,392,2388,100,38.86,23.3301,0,642.66,1593.6,1410.83,553.2,2388.16,9061.82,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0035,0.0003,100,518.67,14.62,21.61,1.3,47.39,521.57,2388.06,8132.08,8.4364,0.03,393,2388,100,38.81,23.3826,0,643.21,1595.43,1413.28,552.93,2388.1,9055.28,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0049,0.0003,100,518.67,14.62,21.61,1.3,47.64,521.11,2388.1,8136.41,8.4701,0.03,393,2388,100,38.85,23.2436,0,642.43,1592.54,1401.49,554.12,2388.12,9048.25,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0015,-0.0001,100,518.67,14.62,21.61,1.3,47.52,521.53,2388.06,8134.44,8.4368,0.03,392,2388,100,39.0,23.3173,0,642.55,1600.15,1404.54,553.22,2388.09,9057.29,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0012,0.0001,100,518.67,14.62,21.61,1.3,47.63,520.97,2388.06,8134.78,8.4187,0.03,394,2388,100,38.84,23.191,0,642.56,1588.19,1415.91,553.06,2388.14,9051.46,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0018,-0.0003,100,518.67,14.62,21.61,1.3,47.35,521.55,2388.14,8133.77,8.4288,0.03,392,2388,100,38.98,23.2935,0,642.96,1584.54,1416.0,552.87,2388.08,9051.65,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0003,-0.0005,100,518.67,14.62,21.61,1.3,47.47,521.48,2388.17,8136.2,8.4572,0.03,394,2388,100,38.82,23.2487,0,642.93,1593.45,1407.11,553.45,2388.1,9052.54,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0006,0.0002,100,518.67,14.62,21.61,1.3,47.6,521.16,2388.11,8132.89,8.4144,0.03,394,2388,100,38.93,23.2766,0,642.71,1579.8,1410.17,553.28,2388.1,9051.12,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0002,0.0003,100,518.67,14.62,21.61,1.3,47.68,521.6,2388.06,8131.88,8.4259,0.03,392,2388,100,38.85,23.3184,0,642.91,1586.05,1408.53,552.13,2388.13,9058.03,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0037,-0.0005,100,518.67,14.62,21.61,1.3,48.2,519.91,2388.18,8164.59,8.5117,0.03,396,2388,100,38.35,23.0653,1,643.91,1606.34,1431.45,551.54,2388.23,9106.82,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0034,0.0001,100,518.67,14.62,21.61,1.3,48.15,519.78,2388.22,8167.24,8.4756,0.03,396,2388,100,38.47,23.0308,1,643.32,1599.8,1428.89,551.59,2388.2,9094.7,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0003,-0.0003,100,518.67,14.62,21.61,1.3,47.98,520.8,2388.2,8157.04,8.504,0.03,395,2388,100,38.9,23.3533,1,643.03,1601.1,1418.04,552.25,2388.16,9081.76,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0008,0.0004,100,518.67,14.62,21.61,1.3,47.89,520.63,2388.18,8128.08,8.494,0.03,395,2388,100,38.55,23.2028,0,642.86,1598.72,1415.52,552.19,2388.22,9052.1,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
-0.0015,0.0005,100,518.67,14.62,21.61,1.3,47.38,521.71,2388.08,8137.27,8.4222,0.03,392,2388,100,38.81,23.3437,0,642.55,1588.64,1407.18,553.89,2388.11,9062.15,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0005,0.0002,100,518.67,14.62,21.61,1.3,47.6,521.71,2388.1,8140.86,8.4311,0.03,393,2388,100,39.03,23.4545,0,643.16,1588.1,1406.88,553.2,2388.1,9054.25,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0006,0.0002,100,518.67,14.62,21.61,1.3,47.76,520.85,2388.16,8155.94,8.4634,0.03,395,2388,100,38.6,23.2738,1,642.78,1593.24,1418.08,552.75,2388.06,9086.47,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0024,0.0,100,518.67,14.62,21.61,1.3,47.48,521.35,2388.04,8136.7,8.4192,0.03,393,2388,100,39.06,23.3518,0,642.53,1588.08,1409.94,554.53,2388.06,9060.73,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0003,0.0,100,518.67,14.62,21.61,1.3,47.77,520.84,2388.18,8149.97,8.49,0.03,394,2388,100,38.86,23.1917,1,643.15,1590.61,1410.52,552.82,2388.09,9070.52,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
0.0009,-0.0002,100,518.67,14.62,21.61,1.3,47.46,521.31,2388.12,8133.34,8.4375,0.03,391,2388,100,38.8,23.3081,0,642.17,1589.3,1408.13,553.69,2388.1,9068.49,4271.830986,-40.84507042,31.97183099,7.629577465,3246.478873,4229.577465
